"Category","Brand_Description","Price","Review_Count","Rating"
"Headphones"," Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4  4.6 out of 5 stars 54,330  4K+ bought in past month$348.00$348.00FREE delivery Jan 25 - 26 Alexa Built-in  Alexa Built-inAlexa Built-in devices let you talk directly to Alexa, allowing you to play music, control your smart home, get news, weather, and more using your voice. Learn more More Buying Choices$162.24(51 used & new offers)","348","54,330","4.6 out of 5 stars"
"Headphones"," NEW Bose QuietComfort Ultra Wireless Noise Cancelling Earbuds, Bluetooth Earbuds with Spatial Audio and World-Class Noise Cancellation, Black  4.0 out of 5 stars 1,306  4K+ bought in past month$299.00$299.00 FREE delivery Mon, Jan 29 Or fastest delivery Fri, Jan 26 More Buying Choices$199.16(15 used & new offers)Also available in White Smoke","299","1,306","4.0 out of 5 stars"
"Headphones"," Bluetooth Headphones Wireless Earbuds 80hrs Playtime Wireless Charging Case Digital Display Sports Ear buds with Earhook Premium Deep Bass IPX7 Waterproof Over-Ear Earphones for TV Phone Laptop Black  4.5 out of 5 stars 9,840  10K+ bought in past monthLimited time deal   $25.99$25.99 List: $58.99$58.99 FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 More Buying Choices$25.73(3 used & new offers)+  ","25","9,840","4.5 out of 5 stars"
"Headphones"," SAMSUNG Galaxy Buds 2 Pro True Wireless Bluetooth Earbuds, Noise Cancelling, Hi-Fi Sound, 360 Audio, Comfort Fit In Ear, HD Voice, Conversation Mode, IPX7 Water Resistant, US Version, Graphite  4.5 out of 5 stars 6,268  5K+ bought in past month$168.99$168.99 List: $229.99$229.99 FREE delivery Tue, Jan 30 Or fastest delivery Fri, Jan 26 More Buying Choices$97.16(40 used & new offers)Price may vary by color","168","6,268","4.5 out of 5 stars"
"Headphones"," +2 colors/patternsWireless Earbuds Bluetooth Headphones, 40H Playtime Stereo IPX5 Waterproof Ear Buds, LED Power Display Cordless in-Ear Earphones with Microphone for iOS Andriod Cell Phone Sports  4.9 out of 5 stars 2,036  10K+ bought in past month$21.99$21.99 List: $79.99$79.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 More Buying Choices$19.54(3 used & new offers)","21","2,036","4.9 out of 5 stars"
"Headphones"," T6 True Wireless Earbuds Bluetooth 5.3 Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass Black  4.4 out of 5 stars 260,070  10K+ bought in past month$26.99$26.99 List: $42.99$42.99$6.00 coupon applied at checkoutSave $6.00  with coupon  FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jan 25 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Global Recycled Standard Recycled Claim Standard BlendedMore Buying Choices$17.54(19 used & new offers)Price may vary by color+  ","26","260,070","4.4 out of 5 stars"
"Headphones"," BERIBES Bluetooth Headphones Over Ear, 65H Playtime and 6 EQ Music Modes Wireless Headphones with Microphone, HiFi Stereo Foldable Lightweight Headset, Deep Bass for Home Office Cellphone PC Ect.  4.5 out of 5 stars 19,739  10K+ bought in past month$26.99$26.99 List: $35.94$35.94Join Prime to buy this item at $19.99 FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Fri, Jan 26 Price may vary by color","26","19,739","4.5 out of 5 stars"
"Headphones"," Vibe Buds True Wireless Headphones - Black, Small  4.2 out of 5 stars 2,013  9K+ bought in past month$49.95$49.95FREE delivery Fri, Jan 26 Only 8 left in stock - order soon.More Buying Choices$25.83(23 used & new offers)Also available in White","49","2,013","4.2 out of 5 stars"
"Headphones"," A1 Mini Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX5 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, Black  4.3 out of 5 stars 73,417  10K+ bought in past month$19.98$19.98 List: $29.99$29.99$4.00 coupon applied at checkoutSave $4.00  with coupon  FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jan 25 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Recycled Claim Standard Blended Global Recycled StandardMore Buying Choices$19.70(4 used & new offers)Price may vary by color+  ","19","73,417","4.3 out of 5 stars"
"Headphones"," T10 Bluetooth 5.3 Wireless Earbuds with Wireless Charging Case IPX8 Waterproof Stereo Headphones in Ear Built in Mic Headset Premium Sound with Deep Bass for Sport Black  4.3 out of 5 stars 359,833  10K+ bought in past monthLimited time deal   $18.99$18.99 List: $39.99$39.99 FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jan 25 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certifications (2) Global Recycled Standard Recycled Claim Standard BlendedMore Buying Choices$14.99(35 used & new offers)Price may vary by color","18","359,833","4.3 out of 5 stars"
"Headphones"," Sony ZX Series Wired On-Ear Headphones, Black MDR-ZX110, 7.87 x 1.81 x 5.87 inches  4.5 out of 5 stars 111,622  10K+ bought in past monthClick to see price FREE delivery Mon, Jan 29 on $35 of items shipped by AmazonOr fastest delivery Tomorrow, Jan 25 Price may vary by color",NA,"111,622","4.5 out of 5 stars"
"Headphones"," SHOKZ OpenRun (AfterShokz Aeropex) - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running - Built-in Mic, with Headband  4.6 out of 5 stars 23,328  5K+ bought in past month$129.95$129.95 FREE delivery Mon, Jan 29 Or fastest delivery Fri, Jan 26 ","129","23,328","4.6 out of 5 stars"
"Headphones"," Raycon The Everyday Bluetooth Wireless Earbuds with Microphone- Stereo Sound in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Matte Black)  4.4 out of 5 stars 27,304  5K+ bought in past month$79.99$79.99 FREE delivery Mon, Jan 29 Or fastest delivery Fri, Jan 26 Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ","79","27,304","4.4 out of 5 stars"
"Headphones"," NEW Bose QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-the-Ear Headphones with Mic, Up to 24 Hours of Battery Life, Black  4.2 out of 5 stars 755  2K+ bought in past month$429.00$429.00FREE delivery Fri, Jan 26 More Buying Choices$407.38(10 used & new offers)Also available in White Smoke","429","755","4.2 out of 5 stars"
"Headphones"," Sony WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds Headphones with Alexa Built in, Black- New Model  4.0 out of 5 stars 1,534  3K+ bought in past month$298.00$298.00FREE delivery Jan 25 - 26 Alexa Built-in  Alexa Built-inAlexa Built-in devices let you talk directly to Alexa, allowing you to play music, control your smart home, get news, weather, and more using your voice. Learn more More Buying Choices$146.48(61 used & new offers)Also available in Silver","298","1,534","4.0 out of 5 stars"
"Headphones"," SHOKZ OpenRun Pro - Open-Ear Bluetooth Bone Conduction Sport Headphones - Sweat Resistant Wireless Earphones for Workouts and Running with Premium Deep Base - Built-in Mic, with Hair Band  4.6 out of 5 stars 15,951  3K+ bought in past month$170.00$170.00 List: $179.95$179.95FREE delivery Jan 29 - 31 Or fastest delivery Jan 25 - 26 More Buying Choices$168.30(3 used & new offers)Price may vary by color","170","15,951","4.6 out of 5 stars"
